Row number,Date,Hr,Mainland Air Temp,Humidity (%),Direction (A),Wind Speed (A),Gusting,Atmospheric Pressure (IN),Precipitation Rate,Bay Temp,Salinity,LBI Air Temp,Ocean Temp,Onshore,upwelling_flag
2101,8/27/2025,11,22.4,49.0,11,8.5,14.3,30.04,0.0,22.41,29.25,20.6,22.5,0,0
2102,8/27/2025,12,23.7,45.0,14,5.1,9.0,30.04,0.0,22.42,29.46,21.4,22.4,0,0
2103,8/27/2025,13,24.6,41.0,11,8.3,16.0,30.03,0.0,22.75,29.4,22.2,22.4,0,0
2104,8/27/2025,14,24.7,44.0,12,7.2,10.8,30.03,0.0,22.6,29.58,22.5,22.4,0,0
2105,8/27/2025,15,24.1,44.0,12,6.2,13.0,30.02,0.0,22.73,29.57,22.9,22.4,0,0
2106,8/27/2025,16,23.9,45.0,14,7.9,13.8,30.01,0.0,22.97,29.43,23.0,22.5,0,0
2107,8/27/2025,17,23.7,44.0,15,6.3,12.3,30.02,0.0,23.05,29.14,23.4,22.5,0,0
2108,8/27/2025,18,23.4,42.0,13,3.4,9.7,30.03,0.0,23.03,29.03,23.7,22.6,0,0
2109,8/27/2025,19,22.6,44.0,13,2.7,6.1,30.04,0.0,22.93,28.75,23.6,22.6,0,0
2110,8/27/2025,20,20.4,51.0,0,2.8,5.0,30.05,0.0,22.75,28.47,22.7,22.6,0,0
2111,8/27/2025,21,18.9,56.0,0,2.6,3.9,30.07,0.0,22.57,28.32,21.7,22.6,0,0
2112,8/27/2025,22,17.1,62.0,0,2.0,3.4,30.09,0.0,22.4,28.55,21.6,22.6,0,0
2113,8/27/2025,23,15.8,66.0,0,2.1,3.7,30.09,0.0,22.4,29.18,20.9,22.5,0,0
2114,8/28/2025,0,15.2,68.0,0,2.0,3.5,30.1,0.0,22.32,29.37,20.0,22.5,0,0
2115,8/28/2025,1,14.6,71.0,0,1.9,3.4,30.11,0.0,22.23,29.19,19.3,22.5,0,0
2116,8/28/2025,2,13.9,75.0,0,2.0,3.0,30.11,0.0,22.23,29.57,18.9,22.4,0,0
2117,8/28/2025,3,13.2,78.0,0,2.0,3.8,30.11,0.0,22.02,29.61,18.6,22.4,0,0
2118,8/28/2025,4,12.7,80.0,0,2.2,3.8,30.11,0.0,22.05,29.25,18.1,22.3,0,0
2119,8/28/2025,5,13.2,80.0,0,2.5,3.8,30.11,0.0,21.98,28.87,18.5,22.2,0,0
2120,8/28/2025,6,13.6,79.0,0,2.2,3.0,30.12,0.0,21.9,28.75,18.1,22.2,0,0
2121,8/28/2025,7,13.5,80.0,0,2.2,3.3,30.12,0.0,21.88,28.6,17.4,22.2,0,0
2122,8/28/2025,8,15.7,79.0,13,1.2,2.6,30.12,0.0,22.02,28.57,18.5,22.1,0,0
2123,8/28/2025,9,20.3,63.0,11,2.5,4.0,30.12,0.0,22.09,28.55,19.7,22.1,0,0
2124,8/28/2025,10,24.9,46.0,9,2.1,4.6,30.12,0.0,22.18,29.04,21.9,22.1,0,0
2125,8/28/2025,11,26.9,39.0,9,4.1,7.0,30.12,0.0,22.2,29.32,22.8,22.1,0,0
2126,8/28/2025,12,25.8,40.0,10,4.2,9.2,30.11,0.0,22.09,29.59,23.1,22.1,0,0
2127,8/28/2025,13,26.6,44.0,8,6.0,10.5,30.09,0.0,22.37,29.59,23.5,22.1,1,0
2128,8/28/2025,14,25.1,52.0,8,9.3,14.5,30.08,0.0,22.35,30.04,23.6,22.3,1,0
2129,8/28/2025,15,27.1,47.0,12,10.8,15.9,30.05,0.0,22.83,30.34,23.8,22.6,0,0
2130,8/28/2025,16,25.8,50.0,8,9.9,15.7,30.03,0.0,22.81,29.87,24.1,22.6,1,0
2131,8/28/2025,17,24.3,54.0,9,10.0,18.7,30.03,0.0,22.59,29.79,24.1,22.6,0,0
2132,8/28/2025,18,24.2,54.0,9,11.9,17.9,30.03,0.0,22.54,29.75,23.6,22.6,0,0
2133,8/28/2025,19,23.2,30.0,8,11.0,13.4,30.02,0.0,22.39,29.63,23.3,22.5,1,0
2134,8/28/2025,20,21.3,69.0,0,10.7,15.1,30.03,0.0,22.29,29.71,23.1,22.5,0,0
2135,8/28/2025,21,20.9,67.0,0,10.3,15.9,30.03,0.0,22.18,29.69,22.9,22.5,0,0
2136,8/28/2025,22,20.7,70.0,0,8.6,13.8,30.03,0.0,22.14,29.49,22.9,22.4,0,0
2137,8/28/2025,23,20.1,71.0,0,5.2,9.0,30.02,0.0,22.07,29.65,22.8,22.5,0,0
2138,8/29/2025,0,19.8,72.0,0,4.5,7.0,30.01,0.0,22.01,29.72,22.8,22.4,0,0
2139,8/29/2025,1,18.7,73.0,0,3.3,6.1,30.01,0.0,21.88,29.91,20.7,22.4,0,0
2140,8/29/2025,2,18.2,71.0,0,1.1,2.0,29.98,0.0,21.88,29.74,20.3,22.4,0,0
2141,8/29/2025,3,17.7,73.0,0,0.6,1.6,29.97,0.0,21.88,29.5,20.6,22.3,0,0
2142,8/29/2025,4,17.1,77.0,0,1.9,2.9,29.96,0.0,21.91,29.23,22.2,22.2,0,0
2143,8/29/2025,5,16.8,82.0,0,0.9,2.2,29.95,0.0,21.82,29.06,21.8,22.2,0,0
2144,8/29/2025,6,16.4,84.0,0,1.8,3.3,29.95,0.0,21.83,28.66,21.3,22.2,0,0
2145,8/29/2025,7,16.4,85.0,0,2.0,3.4,29.95,0.0,21.81,28.1,20.6,22.2,0,0
2146,8/29/2025,8,17.8,84.0,8,1.9,3.6,29.95,0.0,21.89,27.86,21.3,22.1,1,0
2147,8/29/2025,9,21.6,74.0,11,4.3,7.8,29.95,0.0,21.99,27.67,21.5,22.1,0,0
2148,8/29/2025,10,22.2,72.0,11,4.4,7.7,29.94,0.0,22.06,28.05,21.8,22.1,0,0
2149,8/29/2025,11,23.8,59.0,14,2.6,5.6,29.93,0.0,22.3,28.68,21.9,22.1,0,0
2150,8/29/2025,12,25.2,49.0,11,2.8,6.5,29.91,0.0,22.22,29.32,23.5,22.1,0,0
2151,8/29/2025,13,26.7,44.0,12,3.4,7.3,29.91,0.0,22.42,29.46,24.3,22.1,0,0
2152,8/29/2025,14,26.1,50.0,13,4.1,8.5,29.91,0.0,22.43,29.65,23.9,22.2,0,0
2153,8/29/2025,15,26.2,48.0,12,5.8,9.6,29.89,0.0,22.71,30.18,24.4,22.3,0,0
2154,8/29/2025,16,25.6,51.0,13,4.6,8.0,29.88,0.0,23.21,29.95,24.7,22.5,0,0
2155,8/29/2025,17,25.8,49.0,15,6.0,11.3,29.88,0.0,22.92,29.8,24.7,22.8,0,0
2156,8/29/2025,18,24.8,52.0,11,4.1,8.1,29.88,0.0,22.8,29.4,24.5,23.0,0,0
2157,8/29/2025,19,23.6,55.0,12,2.5,5.3,29.89,0.0,22.66,29.19,24.3,23.3,0,0
2158,8/29/2025,20,21.6,62.0,0,1.3,2.4,29.9,0.0,22.54,29.0,23.6,23.4,0,0
2159,8/29/2025,21,19.3,67.0,0,3.2,7.8,29.91,0.0,22.41,28.74,23.2,23.3,0,0
2160,8/29/2025,22,19.3,67.0,0,3.2,7.8,29.91,0.0,22.36,28.48,22.4,23.1,0,0
2161,8/29/2025,23,17.9,68.0,0,2.6,4.9,29.91,0.0,22.22,28.59,26.6,23.0,0,0
2162,8/30/2025,0,17.6,65.0,0,4.6,7.9,29.93,0.0,22.04,28.96,19.8,22.9,0,0
2163,8/30/2025,1,16.9,66.0,0,4.7,9.0,29.94,0.0,21.87,29.21,19.1,22.7,0,0
2164,8/30/2025,2,16.1,68.0,0,3.7,8.4,29.96,0.0,21.79,29.28,18.3,22.6,0,0
2165,8/30/2025,3,15.1,67.0,0,4.7,8.2,29.96,0.0,21.73,29.02,17.7,22.5,0,0
2166,8/30/2025,4,14.4,66.0,0,4.7,9.0,29.96,0.0,21.78,29.02,16.9,22.4,0,0
2167,8/30/2025,5,13.7,68.0,0,2.8,4.5,29.98,0.0,21.79,29.23,16.6,22.3,0,0
2168,8/30/2025,6,12.3,72.0,15,2.2,4.0,29.99,0.0,21.73,29.3,16.1,22.3,0,0
2169,8/30/2025,7,11.6,77.0,0,3.6,6.7,30.01,0.0,21.52,29.17,14.9,22.2,0,0
2170,8/30/2025,8,13.8,73.0,15,3.0,6.2,30.02,0.0,21.37,28.88,15.9,22.2,0,0
2171,8/30/2025,9,16.8,63.0,0,5.1,10.4,30.03,0.0,21.42,28.53,17.3,22.1,0,0
2172,8/30/2025,10,18.2,58.0,0,4.7,10.5,30.05,0.0,21.49,28.41,17.9,22.1,0,0
2173,8/30/2025,11,20.8,51.0,0,4.1,8.2,30.04,0.0,21.65,28.52,18.8,22.1,0,0
2174,8/30/2025,12,22.1,45.0,0,6.4,11.5,30.03,0.0,21.72,28.88,20.2,22.1,0,0
2175,8/30/2025,13,22.8,43.0,0,4.3,9.3,30.02,0.0,21.77,29.42,20.7,22.1,0,0
2176,8/30/2025,14,23.9,40.0,13,6.9,11.7,30.01,0.0,22.17,29.5,21.7,22.1,0,0
2177,8/30/2025,15,23.7,39.0,15,2.7,9.7,30.0,0.0,21.88,29.9,22.4,22.1,0,0
2178,8/30/2025,16,24.9,39.0,15,2.6,5.1,30.0,0.0,22.59,31.0,22.6,22.2,0,0
2179,8/30/2025,17,23.5,46.0,6,2.9,7.8,30.01,0.0,22.58,30.22,22.1,22.3,1,0
2180,8/30/2025,18,22.5,48.0,9,4.6,10.2,30.03,0.0,22.09,30.05,22.1,22.5,0,0
2181,8/30/2025,19,21.4,54.0,8,4.9,8.5,30.03,0.0,22.06,29.95,21.8,22.7,1,0
2182,8/30/2025,20,19.4,61.0,0,3.2,6.5,30.05,0.0,22.17,29.84,21.2,22.8,0,0
2183,8/30/2025,21,17.9,67.0,0,4.1,6.4,30.07,0.0,22.12,29.73,21.1,22.7,0,0
2184,8/30/2025,22,16.7,73.0,0,1.9,3.4,30.07,0.0,21.88,29.35,20.9,22.6,0,0
2185,8/30/2025,23,15.8,77.0,0,1.4,2.9,30.08,0.0,21.76,29.29,21.2,22.5,0,0
2186,8/31/2025,0,14.8,81.0,0,1.5,3.0,30.08,0.0,21.62,29.44,19.8,22.4,0,0
2187,8/31/2025,1,14.6,83.0,0,1.6,3.3,30.09,0.0,21.52,29.68,18.6,22.3,0,0
2188,8/31/2025,2,13.8,82.0,0,2.1,4.2,30.09,0.0,21.36,29.62,18.3,22.3,0,0
2189,8/31/2025,3,13.6,76.0,0,2.4,4.7,30.09,0.0,21.25,29.72,18.7,22.3,0,0
2190,8/31/2025,4,13.4,75.0,0,2.5,4.7,30.1,0.0,21.19,29.52,17.5,22.2,0,0
2191,8/31/2025,5,13.2,75.0,0,2.2,4.7,30.11,0.0,21.25,29.35,17.1,22.1,0,0
2192,8/31/2025,6,12.9,75.0,0,2.8,5.1,30.11,0.0,21.28,29.49,16.6,22.1,0,0
2193,8/31/2025,7,12.9,75.0,0,3.2,5.9,30.14,0.0,21.05,29.22,16.3,22.1,0,0
2194,8/31/2025,8,15.1,74.0,0,3.6,6.2,30.15,0.0,21.03,28.9,17.0,22.1,0,0
2195,8/31/2025,9,19.2,67.0,1,4.2,7.9,30.16,0.0,21.13,28.61,18.9,22.1,1,0
2196,8/31/2025,10,21.7,60.0,1,6.2,11.3,30.16,0.0,21.27,28.54,20.8,22.1,1,0
2197,8/31/2025,11,22.6,56.0,2,5.4,12.6,30.17,0.0,21.45,28.66,20.9,22.1,1,0
2198,8/31/2025,12,22.7,56.0,2,5.8,10.5,30.17,0.0,21.7,28.92,20.9,22.0,1,0
2199,8/31/2025,13,23.2,51.0,3,5.2,10.5,30.16,0.0,21.69,29.32,21.1,22.0,1,0
2200,8/31/2025,14,23.9,50.0,3,5.4,9.9,30.16,0.0,21.48,29.78,21.6,22.0,1,0
2201,8/31/2025,15,23.8,47.0,3,5.0,11.4,30.14,0.0,22.13,29.53,22.3,22.1,1,0
2202,8/31/2025,16,22.9,54.0,3,4.6,10.5,30.13,0.0,21.94,30.39,22.1,22.1,1,0
2203,8/31/2025,17,23.2,55.0,3,3.2,6.8,30.13,0.0,22.87,30.59,22.1,22.1,1,0
2204,8/31/2025,18,22.1,61.0,3,1.5,3.8,30.14,0.0,22.41,30.11,21.9,22.3,1,0
2205,8/31/2025,19,21.0,66.0,0,0.6,2.0,30.13,0.0,22.02,29.95,21.8,22.4,0,0
2206,8/31/2025,20,19.6,71.0,0,1.3,2.3,30.13,0.0,22.2,29.9,21.6,22.5,0,0
2207,8/31/2025,21,17.9,48.0,0,0.3,1.0,30.15,0.0,22.19,29.79,21.7,22.4,0,0
2208,8/31/2025,22,17.7,78.0,0,0.0,0.6,30.16,0.0,22.06,29.75,21.4,22.4,0,0
2209,8/31/2025,23,16.8,81.0,2,1.0,2.3,30.15,0.0,22.01,29.8,21.4,22.3,1,0
2210,9/1/2025,0,15.9,83.0,1,1.1,2.0,30.16,0.0,21.95,29.62,21.2,22.2,1,0
2211,9/1/2025,1,15.5,85.0,1,1.1,2.0,30.16,0.0,21.92,29.64,21.0,22.2,1,0
2212,9/1/2025,2,14.8,86.0,1,1.6,2.9,30.15,0.0,21.84,29.89,21.3,22.1,1,0
2213,9/1/2025,3,14.3,88.0,0,2.7,4.2,30.15,0.0,21.74,29.96,18.9,22.1,0,0
2214,9/1/2025,4,13.9,88.0,0,2.1,3.1,30.14,0.0,21.51,29.42,18.0,22.1,0,0
2215,9/1/2025,5,13.8,90.0,0,2.5,3.9,30.14,0.0,21.47,29.35,17.9,22.1,0,0
2216,9/1/2025,6,13.7,90.0,0,2.0,3.5,30.16,0.0,21.43,29.26,17.6,22.1,0,0
2217,9/1/2025,7,14.3,90.0,0,2.9,4.8,30.17,0.0,21.39,29.02,18.3,22.1,0,0
2218,9/1/2025,8,16.4,89.0,0,4.0,7.6,30.17,0.0,21.38,29.26,19.0,22.1,0,0
2219,9/1/2025,9,19.8,77.0,2,4.6,7.9,30.19,0.0,21.39,29.19,21.7,22.0,1,0
2220,9/1/2025,10,21.3,71.0,3,7.2,14.1,30.2,0.0,21.51,29.24,21.8,22.0,1,0
2221,9/1/2025,11,22.3,66.0,3,9.2,15.3,30.19,0.0,21.67,29.28,21.9,22.0,1,0
2222,9/1/2025,12,22.8,62.0,3,7.3,15.8,30.2,0.0,21.82,29.25,21.4,22.0,1,0
2223,9/1/2025,13,23.2,62.0,2,7.4,13.4,30.19,0.0,22.11,29.38,21.6,21.9,1,0
2224,9/1/2025,14,23.2,64.0,2,6.7,12.8,30.19,0.0,21.83,29.55,21.6,21.9,1,0
2225,9/1/2025,15,21.7,68.0,2,4.3,10.2,30.19,0.0,21.81,30.2,22.0,22.0,1,0
2226,9/1/2025,16,22.3,63.0,2,8.3,18.1,30.17,0.0,22.21,29.91,21.5,22.0,1,0
2227,9/1/2025,17,21.9,65.0,2,7.2,12.6,30.17,0.0,22.21,30.42,21.5,22.1,1,0
2228,9/1/2025,18,21.2,69.0,3,5.0,11.5,30.16,0.0,22.74,30.93,21.4,22.1,1,0
2229,9/1/2025,19,20.3,72.0,2,3.6,9.0,30.16,0.0,22.84,30.39,21.2,22.1,1,0
2230,9/1/2025,20,19.4,76.0,0,4.0,9.5,30.16,0.0,22.52,30.54,20.9,22.2,0,0
2231,9/1/2025,21,18.8,75.0,0,4.1,9.4,30.17,0.0,22.23,30.5,20.8,22.2,0,0
2232,9/1/2025,22,20.2,76.0,0,2.7,5.5,30.17,0.0,22.38,30.68,20.6,22.1,0,0
2233,9/1/2025,23,18.2,77.0,0,3.1,7.1,30.14,0.0,22.21,30.61,20.6,22.1,0,0
2234,9/2/2025,0,17.9,79.0,0,2.1,4.6,30.14,0.0,22.12,30.56,20.6,22.1,0,0
2235,9/2/2025,1,17.4,81.0,0,1.9,3.6,30.13,0.0,21.92,30.41,20.3,22.1,0,0
2236,9/2/2025,2,16.3,84.0,0,1.5,2.8,30.11,0.0,21.84,30.25,20.2,22.0,0,0
2237,9/2/2025,3,15.4,95.0,0,1.8,2.9,30.11,0.0,21.73,30.07,20.2,22.0,0,0
2238,9/2/2025,4,14.2,87.0,0,1.8,2.8,30.1,0.0,21.72,30.28,19.9,22.0,0,0
2239,9/2/2025,5,13.6,90.0,0,2.0,2.7,30.1,0.0,21.69,30.54,20.1,21.9,0,0
2240,9/2/2025,6,13.3,91.0,0,2.1,3.0,30.1,0.0,21.53,30.53,19.3,21.9,0,0
2241,9/2/2025,7,13.4,92.0,0,3.3,4.8,30.1,0.0,21.38,30.19,17.7,21.9,0,0
2242,9/2/2025,8,15.1,92.0,0,2.4,4.6,30.1,0.0,21.35,29.66,17.9,21.9,0,0
2243,9/2/2025,9,17.3,89.0,0,2.1,4.0,30.1,0.0,21.52,29.85,20.8,21.9,0,0
2244,9/2/2025,10,21.6,72.0,2,6.9,12.5,30.1,0.0,21.57,29.81,21.1,21.9,1,0
2245,9/2/2025,11,22.2,67.0,3,4.2,10.5,30.11,0.0,21.75,30.0,21.5,21.9,1,0
2246,9/2/2025,12,22.7,69.0,3,5.9,10.5,30.09,0.0,21.92,29.91,21.4,21.9,1,0
2247,9/2/2025,13,21.8,69.0,3,3.6,8.0,30.08,0.0,22.14,29.87,21.3,21.9,1,0
2248,9/2/2025,14,22.8,67.0,2,5.4,12.8,30.07,0.0,22.65,29.99,21.7,21.9,1,0
2249,9/2/2025,15,22.7,65.0,3,4.5,9.4,30.06,0.0,22.44,29.81,21.5,21.9,1,0
2250,9/2/2025,16,22.7,63.0,3,5.3,9.8,30.04,0.0,22.25,29.93,21.3,21.9,1,0
2251,9/2/2025,17,22.2,66.0,2,5.9,9.0,30.03,0.0,22.58,30.08,21.8,22.1,1,0
2252,9/2/2025,18,21.3,72.0,3,2.0,7.6,30.02,0.0,22.36,30.6,21.8,22.1,1,0
2253,9/2/2025,19,20.3,74.0,3,1.6,4.1,30.01,0.0,22.8,30.91,21.3,22.1,1,0
2254,9/2/2025,20,18.6,81.0,0,0.5,2.4,30.01,0.0,23.04,30.78,20.8,22.1,0,0
2255,9/2/2025,21,17.6,85.0,0,0.4,1.5,30.01,0.0,22.27,30.57,20.7,22.1,0,0
2256,9/2/2025,22,16.9,88.0,0,0.4,1.8,30.0,0.0,22.42,30.6,20.7,22.1,0,0
2257,9/2/2025,23,16.3,90.0,0,1.2,2.0,30.0,0.0,22.59,30.68,20.6,22.1,0,0
2258,9/3/2025,0,16.2,90.0,0,1.3,1.6,29.99,0.0,22.41,30.51,20.6,22.1,0,0
2259,9/3/2025,1,15.3,90.0,0,1.7,2.4,29.98,0.0,22.18,30.32,20.6,22.1,0,0
2260,9/3/2025,2,15.3,92.0,0,2.3,3.4,29.96,0.0,22.1,29.77,20.3,22.1,0,0
2261,9/3/2025,3,14.9,92.0,0,2.0,3.4,29.95,0.0,21.94,29.51,19.0,22.0,0,0
2262,9/3/2025,4,14.6,92.0,0,1.6,2.9,29.95,0.0,21.89,29.92,18.3,22.0,0,0
2263,9/3/2025,5,14.3,93.0,0,3.0,5.0,29.94,0.0,21.69,29.66,17.6,22.0,0,0
2264,9/3/2025,6,14.3,94.0,0,2.6,4.4,29.94,0.0,21.57,29.54,17.4,22.0,0,0
2265,9/3/2025,7,14.6,94.0,0,2.4,4.4,29.95,0.0,21.59,29.53,17.5,22.0,0,0
2266,9/3/2025,8,16.3,95.0,0,1.3,3.0,29.96,0.0,21.69,29.62,18.6,21.9,0,0
2267,9/3/2025,9,18.9,90.0,2,3.5,5.4,29.96,0.0,21.81,29.53,19.7,21.9,1,0
2268,9/3/2025,10,21.8,68.0,1,2.9,4.4,29.95,0.0,21.95,29.31,20.2,21.9,1,0
2269,9/3/2025,11,23.6,63.0,3,5.0,10.0,29.94,0.0,22.14,29.24,20.8,21.9,1,0
2270,9/3/2025,12,23.5,64.0,2,2.5,4.4,29.92,0.0,22.39,29.21,21.6,22.0,1,0
2271,9/3/2025,13,23.3,63.0,3,4.7,9.4,29.91,0.0,22.52,29.42,21.8,22.0,1,0
2272,9/3/2025,14,23.2,65.0,3,4.1,8.3,29.9,0.0,22.7,29.54,22.2,22.0,1,0
2273,9/3/2025,15,24.3,62.0,7,4.5,8.0,29.88,0.0,22.99,29.72,22.3,22.0,1,0
2274,9/3/2025,16,23.9,62.0,4,3.5,6.6,29.87,0.0,23.02,29.74,22.2,22.1,1,0
2275,9/3/2025,17,23.3,62.0,5,3.5,8.2,29.86,0.0,22.89,30.02,22.3,22.2,0,0
2276,9/3/2025,18,22.3,66.0,6,3.2,6.1,29.96,0.0,22.95,30.13,22.1,22.4,1,0
2277,9/3/2025,19,21.3,70.0,7,2.9,5.0,29.86,0.0,23.16,30.77,21.6,22.5,1,0
2278,9/3/2025,20,19.2,76.0,0,0.0,0.2,29.86,0.0,23.61,30.71,21.0,22.6,0,0
2279,9/3/2025,21,17.6,83.0,0,1.3,2.4,29.86,0.0,23.14,30.59,20.9,22.5,0,0
2280,9/3/2025,22,16.3,88.0,0,0.6,2.0,29.87,0.0,22.73,30.35,20.9,22.4,0,0
2281,9/3/2025,23,16.1,89.0,0,2.3,3.4,29.88,0.0,22.88,30.43,20.7,22.3,0,0
2282,9/4/2025,0,15.8,90.0,0,0.1,1.0,29.88,0.0,22.58,29.69,20.7,22.3,0,0
2283,9/4/2025,1,15.8,91.0,0,0.5,1.1,29.88,0.0,22.46,29.36,20.8,22.2,0,0
2284,9/4/2025,2,15.9,92.0,0,2.6,5.4,29.87,0.0,22.39,29.08,21.0,22.1,0,0
2285,9/4/2025,3,16.0,93.0,0,1.9,3.6,29.87,0.0,22.42,29.1,20.2,22.1,0,0
2286,9/4/2025,4,15.6,93.0,0,0.6,1.6,29.85,0.0,22.21,28.83,19.5,22.2,0,0
2287,9/4/2025,5,15.2,93.0,0,1.1,2.4,29.85,0.0,22.1,29.24,19.3,22.2,0,0
2288,9/4/2025,6,15.2,93.0,0,1.4,2.8,29.85,0.0,22.11,29.81,19.8,22.2,0,0
2289,9/4/2025,7,14.8,94.0,0,1.5,2.4,29.87,0.0,22.08,29.74,19.4,22.1,0,0
2290,9/4/2025,8,17.0,94.0,8,2.9,4.4,29.88,0.0,22.21,29.98,21.1,22.1,1,0
2291,9/4/2025,9,20.8,93.0,9,5.6,10.0,29.88,0.0,22.2,29.9,22.3,22.1,0,0
2292,9/4/2025,10,24.3,75.0,8,6.2,11.8,29.88,0.0,22.44,29.99,22.8,22.1,1,0
2293,9/4/2025,11,26.2,68.0,9,10.4,14.3,29.88,0.0,22.77,29.96,22.8,22.0,0,0
2294,9/4/2025,12,27.4,63.0,8,9.8,16.0,29.86,0.0,22.95,30.03,23.3,22.0,1,0
2295,9/4/2025,13,26.4,67.0,9,11.3,18.9,29.85,0.0,23.03,30.12,24.1,22.1,0,0
2296,9/4/2025,14,26.6,64.0,8,9.9,14.7,29.83,0.0,23.04,30.14,23.9,22.1,1,0
2297,9/4/2025,15,25.7,68.0,9,13.9,23.8,29.82,0.0,23.14,30.16,23.8,22.1,0,0
2298,9/4/2025,16,25.6,64.0,8,15.2,24.5,29.8,0.0,23.51,30.19,23.9,22.2,1,0
2299,9/4/2025,17,24.7,67.0,9,11.8,23.0,29.79,0.0,23.81,30.33,23.8,22.3,0,0
2300,9/4/2025,18,23.4,71.0,9,14.0,22.6,29.8,0.0,23.53,30.28,23.4,22.2,0,0
2301,9/4/2025,19,22.2,77.0,9,12.9,21.2,29.8,0.0,23.61,30.63,22.9,22.3,0,0
2302,9/4/2025,20,21.8,79.0,9,9.2,17.6,29.8,0.0,23.31,30.66,23.0,22.2,0,0
2303,9/4/2025,21,21.8,79.0,8,14.0,18.8,29.81,0.0,23.66,30.4,23.0,22.2,1,0
2304,9/4/2025,22,21.9,78.0,9,11.0,18.3,29.81,0.0,23.23,30.38,23.1,22.2,0,0
2305,9/4/2025,23,21.8,81.0,8,12.2,21.4,29.82,0.0,23.15,30.36,23.1,22.1,1,0
2306,9/5/2025,0,22.2,79.0,9,11.7,19.9,29.82,0.0,23.31,30.19,23.3,22.1,0,0
2307,9/5/2025,1,23.9,75.0,9,11.2,19.4,29.82,0.0,23.31,30.37,24.2,22.1,0,0
2308,9/5/2025,2,22.3,79.0,7,9.4,14.3,29.82,0.0,23.19,30.36,24.3,22.1,1,0
2309,9/5/2025,3,22.2,82.0,9,9.1,13.5,29.82,0.0,22.93,30.15,24.2,22.1,0,0
2310,9/5/2025,4,21.9,84.0,8,7.8,12.7,29.83,0.0,22.85,30.23,24.1,22.1,1,0
2311,9/5/2025,5,21.2,86.0,0,3.7,5.2,29.84,0.0,22.72,30.11,23.9,22.1,0,0
2312,9/5/2025,6,20.3,87.0,0,5.7,10.1,29.86,0.0,22.64,29.96,23.9,22.1,0,0
2313,9/5/2025,7,19.8,88.0,0,5.5,10.3,29.88,0.0,22.87,30.25,24.0,22.1,0,0
2314,9/5/2025,8,20.5,88.0,0,6.1,10.1,29.89,0.0,22.75,30.33,24.4,22.1,0,0
2315,9/5/2025,9,23.0,81.0,10,4.5,7.6,29.91,0.0,22.88,30.05,24.5,22.1,0,0
2316,9/5/2025,10,26.4,69.0,9,6.7,9.5,29.91,0.0,23.11,29.8,25.1,22.1,0,0
2317,9/5/2025,11,29.1,61.0,9,9.3,12.5,29.91,0.0,23.29,29.68,25.2,22.1,0,0
2318,9/5/2025,12,30.3,55.0,8,7.8,13.6,29.91,0.0,23.46,29.51,25.4,22.0,1,0
2319,9/5/2025,13,29.6,57.0,9,9.8,15.7,29.9,0.0,23.55,29.16,26.4,22.1,0,0
2320,9/5/2025,14,29.0,56.0,8,14.8,23.6,29.9,0.0,23.69,29.09,26.1,22.1,1,0
2321,9/5/2025,15,29.1,91.0,9,10.3,16.6,29.88,0.0,23.62,29.08,25.9,22.2,0,0
2322,9/5/2025,16,21.9,84.0,8,7.8,12.7,29.83,0.0,23.52,29.39,25.8,22.3,1,0
2323,9/5/2025,17,21.2,86.0,0,3.7,5.2,29.84,0.0,24.06,30.13,26.3,22.4,0,0
2324,9/5/2025,18,20.3,87.0,0,5.7,10.1,29.86,0.0,24.37,30.21,25.1,22.4,0,0
2325,9/5/2025,19,19.8,88.0,0,5.5,10.3,29.88,0.0,23.92,30.44,25.7,22.4,0,0
2326,9/5/2025,20,20.5,88.0,0,6.1,10.1,29.89,0.0,24.07,30.52,23.5,22.4,0,0
2327,9/5/2025,21,23.0,81.0,10,4.5,7.6,29.91,0.0,23.92,30.64,23.3,22.4,0,0
2328,9/5/2025,22,26.4,69.0,9,6.7,9.5,29.91,0.0,24.24,30.46,23.2,22.4,0,0
2329,9/5/2025,23,29.1,61.0,9,7.2,10.5,29.91,0.0,24.04,30.41,23.1,22.4,0,0
2330,9/6/2025,0,22.9,83.0,9,8.5,12.2,29.95,0.0,23.95,30.41,22.8,22.3,0,0
2331,9/6/2025,1,22.7,83.0,9,9.1,15.8,29.94,0.0,23.9,30.22,22.7,22.2,0,0
2332,9/6/2025,2,22.6,84.0,9,7.0,12.6,29.93,0.0,23.53,29.67,21.9,22.2,0,0
2333,9/6/2025,3,22.6,87.0,9,5.4,8.7,29.92,0.0,23.42,29.37,21.1,22.1,0,0
2334,9/6/2025,4,22.6,90.0,9,7.2,11.4,29.91,0.0,23.32,29.09,20.6,22.3,0,0
2335,9/6/2025,5,22.6,91.0,9,6.2,9.4,29.91,0.0,23.33,29.06,20.6,22.3,0,0
2336,9/6/2025,6,22.6,92.0,9,6.3,9.7,29.92,0.0,23.3,29.28,19.7,22.3,0,0
2337,9/6/2025,7,22.4,93.0,9,7.2,9.9,29.93,0.0,23.51,29.97,19.3,22.3,0,0
2338,9/6/2025,8,23.3,93.0,9,7.1,10.5,29.93,0.0,23.52,30.37,18.7,22.3,0,0
2339,9/6/2025,9,25.4,84.0,9,9.8,14.5,29.93,0.0,23.61,30.16,19.0,22.3,0,0
